pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,sy_plx,sy_dist.1,discoverymethod,disc_year,pl_type
Kepler-1012 b,Kepler-1012,5.50851139,0.06066,0.0,1.265,83.64385636000009,,,174.1,934.0,82.78,5471.21,0.89,0.96,-0.194,0.264,4.52,411.077,2.40375,411.077,Transit,2016,Unknown
Kepler-1013 b,Kepler-1013,18.93059875,0.137,0.0,1.956,108.94250262000018,,,16.1,766.0,89.07,4775.0,0.79,0.77,-0.531,0.36,4.53,422.246,2.33949,422.246,Transit,2016,Unknown
Kepler-1014 b,Kepler-1014,16.57098779,0.121,0.0,2.027,77.52344466000008,,,33.48,614.0,89.16,5285.0,0.81,0.91,-0.337,-0.22,4.58,624.8,1.57173,624.8,Transit,2016,Unknown
Kepler-1015 b,Kepler-1015,16.00496778,0.1345,0.0,2.803,241.59062518000007,,,180.0,1040.0,89.96,6390.1,1.55,1.28,0.559,-0.073,4.16,739.357,1.32423,739.357,Transit,2016,Unknown
Kepler-1016 b,Kepler-1016,1.95454386,0.03044,0.0,2.508,205.2232555999995,,,1377.1,1540.0,82.98,5643.68,1.21,1.0,0.124,0.015,4.28,1402.82,0.684883,1402.82,Transit,2016,Unknown
Kepler-1016 c,Kepler-1016,105.65357173,0.43519,0.0,4.15,336.41742925999995,,,6.7,407.0,89.74,5643.68,1.21,1.0,0.124,0.015,4.28,1402.82,0.684883,1402.82,Transit,2016,Unknown
Kepler-1017 b,Kepler-1017,7.23404806,0.07196,0.0,2.017,58.06332289999994,,,111.4,831.0,89.93,5599.0,0.88,0.99,-0.161,0.2,4.54,552.058,1.78257,552.058,Transit,2016,Unknown
Kepler-1018 b,Kepler-1018,49.10109488,0.253,0.0,3.007,142.6390285,,,12.1,498.0,89.43,5488.0,1.01,0.96,-0.082,0.2,4.41,1010.01,0.961555,1010.01,Transit,2016,Unknown
Kepler-1019 b,Kepler-1019,1.41122727,0.0221,0.0,1.493,123.9059818599998,,,330.25,1164.0,78.73,4205.32,0.74,0.66,-0.806,-0.159,4.51,194.182,5.12086,194.182,Transit,2016,Unknown
Kepler-102 b,Kepler-102,5.28695437,0.055205,0.0,0.471,1.1,1.1,62.0,90.0,857.0,89.78,4909.0,0.72,0.8,-0.584,0.11,4.6,107.796,9.24784,107.796,Transit,2014,Unknown
Kepler-102 c,Kepler-102,7.07136076,0.067016,0.0,0.554,1.7,1.7,52.0,61.0,777.0,89.82,4909.0,0.72,0.8,-0.584,0.11,4.6,107.796,9.24784,107.796,Transit,2014,Unknown
Kepler-102 d,Kepler-102,10.31173752,0.086179,0.0,1.34,4.54125,3.0,10.39951,36.9,686.0,89.49,4909.0,0.72,0.8,-0.584,0.11,4.6,107.796,9.24784,107.796,Transit,2014,Unknown
Kepler-102 e,Kepler-102,16.14569077,0.116203,0.0,2.414,4.74193,4.7,1.85735,20.3,590.0,89.488,4909.0,0.72,0.8,-0.584,0.11,4.6,107.796,9.24784,107.796,Transit,2013,Unknown
Kepler-102 f,Kepler-102,27.4537294,0.165544,0.0,0.753,4.3,4.3,37.0,10.0,495.0,89.32,4909.0,0.72,0.8,-0.584,0.11,4.6,107.796,9.24784,107.796,Transit,2014,Unknown
Kepler-1020 b,Kepler-1020,96.91512125,0.37594,0.0,2.157,256.00655733999974,,,2.4,325.0,89.71,5238.53,0.73,0.89,-0.436,-0.147,4.65,415.358,2.37893,415.358,Transit,2016,Unknown
Kepler-1021 b,Kepler-1021,13.47479502,0.1034,0.0,2.239,121.89999932000012,,,50.37,634.0,89.96,5283.0,0.86,0.91,-0.288,-0.34,4.53,810.082,1.20647,810.082,Transit,2016,Unknown
Kepler-1022 b,Kepler-1022,10.99470868,0.0805,0.0,1.86,63.22320694000001,,,19.26,512.0,89.71,4283.0,0.68,0.67,-0.858,-0.44,4.6,420.042,2.35234,420.042,Transit,2016,Unknown
Kepler-1023 b,Kepler-1023,62.13839425,0.30284,0.0,2.73,275.56520994,,,6.7,524.0,89.52,5268.0,0.96,0.9,-0.193,0.26,4.43,694.175,1.41206,694.175,Transit,2016,Unknown
Kepler-1024 b,Kepler-1024,66.41641966,0.3033,0.0,3.691,278.78404298000004,,,5.45,376.0,89.7,5242.74,0.81,0.9,-0.35,-0.162,4.58,1087.4,0.8931,1087.4,Transit,2016,Unknown
Kepler-1025 b,Kepler-1025,37.32250138,0.21607,0.0,2.261,231.00806648,,,41.6,1654.0,88.92,6134.11,1.23,1.16,0.287,-0.225,4.32,803.776,1.21639,803.776,Transit,2016,Unknown
Kepler-1026 b,Kepler-1026,36.51574626,0.1977,0.0,2.243,77.74216577999992,,,5.99,425.0,89.11,4844.0,0.7,0.79,-0.617,0.14,4.65,351.239,2.81831,351.239,Transit,2016,Unknown
Kepler-1027 b,Kepler-1027,1.90781434,0.02911,0.0,1.265,112.70950976000016,,,1172.7,1268.0,86.74,5348.19,1.18,0.92,0.011,-0.009,4.26,405.104,2.44005,405.104,Transit,2016,Unknown
Kepler-1028 b,Kepler-1028,2.51461384,0.0354,0.0,1.263,113.40821762000007,,,519.64,1217.0,88.78,5494.0,0.83,0.96,-0.245,-0.12,4.58,607.916,1.61619,607.916,Transit,2016,Unknown
Kepler-1029 b,Kepler-1029,4.41769252,0.047,0.0,1.57,92.67339147999994,,,92.16,790.0,78.17,4757.73,0.72,0.77,-0.62,-0.08,4.61,366.656,2.69858,366.656,Transit,2016,Unknown
Kepler-103 b,Kepler-103,15.96533687,0.129399,0.0,3.257,13.90207,9.8,2.21706,149.9,973.0,87.914,6009.0,1.49,1.13,0.424,0.16,4.08,494.832,1.9923,494.832,Transit,2014,Mini-Neptune
Kepler-103 c,Kepler-103,179.6076602,0.649672,0.0,5.613,30.44501,38.0,0.9486,5.95,434.0,87.704,6009.0,1.49,1.13,0.424,0.16,4.08,494.832,1.9923,494.832,Transit,2014,Unknown
Kepler-1030 b,Kepler-1030,19.32948057,0.1338,0.0,2.14,131.0464557000002,,,16.88,529.0,89.99,4943.05,0.72,0.81,-0.553,0.303,4.63,758.702,1.28989,758.702,Transit,2016,Unknown
Kepler-1031 b,Kepler-1031,1.22623246,0.0218,0.0,1.0,240.62745669999964,,,3973.86,2024.0,89.93,6051.81,1.34,0.92,,-0.09,4.15,682.882,,682.882,Transit,2016,Unknown
Kepler-1032 b,Kepler-1032,3.29011408,0.0361,0.0,1.999,212.6047964999996,,,176.14,802.0,89.3,4481.0,0.8,0.58,,-0.56,4.65,673.01,1.46227,673.01,Transit,2016,Unknown
Kepler-1033 b,Kepler-1033,7.56048552,0.0761,0.0,2.366,120.20086100000027,,,159.42,914.0,89.92,5465.0,0.97,0.96,-0.126,-0.02,4.45,1455.5,0.658674,1455.5,Transit,2016,Unknown
Kepler-1034 b,Kepler-1034,12.12400283,0.0965,0.0,2.057,78.91130726000004,,,36.79,675.0,89.94,5099.0,0.77,0.86,-0.439,0.16,4.6,654.549,1.49916,654.549,Transit,2016,Unknown
Kepler-1035 b,Kepler-1035,2.71407763,0.03883,0.0,1.632,150.2594322000001,,,1142.7,1301.0,84.01,5753.5,1.28,1.03,0.209,0.214,4.24,562.116,1.75296,562.116,Transit,2016,Unknown
Kepler-1036 b,Kepler-1036,122.87916295,0.47726,0.0,2.86,220.70441289999977,,,2.6,326.0,89.24,5433.0,0.89,0.95,-0.202,0.197,4.51,489.435,2.01436,489.435,Transit,2016,Unknown
Kepler-1037 b,Kepler-1037,1.0637892,0.0198,0.0,1.222,125.21817470000022,,,1015.43,1650.0,86.11,4968.98,0.81,0.82,-0.448,0.235,4.54,446.914,2.20874,446.914,Transit,2016,Unknown
Kepler-1038 b,Kepler-1038,148.46005746,0.5238,0.0,3.553,198.85291539999977,,,1.51,285.0,89.66,5238.0,0.8,0.89,-0.362,0.16,4.58,584.136,1.68372,584.136,Transit,2016,Unknown
Kepler-1038 c,Kepler-1038,7.1276598,0.0692,0.0,1.416,66.98125199999996,,,89.24,784.0,89.67,5159.0,0.82,0.87,-0.362,0.16,4.55,584.136,1.68372,584.136,Transit,2021,Unknown
Kepler-1039 b,Kepler-1039,0.934884,0.01714,0.0,1.345,135.71478325999993,,,761.7,2080.0,78.54,4560.0,0.76,0.72,-0.649,0.13,4.53,306.91,3.22952,306.91,Transit,2016,Unknown
Kepler-104 b,Kepler-104,11.42754563,0.092859,0.0,2.38,9.94543,19.6,4.06485,126.7,852.0,87.76,5921.0,1.05,0.82,0.089,-0.38,4.43,400.785,2.46657,400.785,Transit,2014,Unknown
Kepler-104 c,Kepler-104,23.66836427,0.150882,0.0,2.36,7.14431,,2.99485,47.9,668.0,87.95,5921.0,1.05,0.82,0.089,-0.38,4.43,400.785,2.46657,400.785,Transit,2014,Hot Super-Earth
Kepler-104 d,Kepler-104,51.75529576,0.254191,0.0,2.635,5.54022,,1.66854,16.9,515.0,89.14,5921.0,1.05,0.82,0.089,-0.38,4.43,400.785,2.46657,400.785,Transit,2014,Unknown
Kepler-1040 b,Kepler-1040,201.1206183,0.67249,0.0,2.106,199.69989075999985,,,2.0,300.0,90.0,5689.91,0.98,1.01,-0.044,0.064,4.46,482.119,2.04531,482.119,Transit,2016,Unknown
Kepler-1041 b,Kepler-1041,24.75773988,0.1688,0.0,4.119,262.9829053200004,,,117.96,644.0,86.17,5919.0,1.67,1.08,0.489,-0.16,4.03,1485.82,0.644206,1485.82,Transit,2016,Unknown
Kepler-1042 b,Kepler-1042,10.1320241,0.0756,0.0,1.67,129.63109306,,,25.66,574.0,89.93,4777.0,0.56,0.56,,-1.08,4.69,,,,Transit,2016,Unknown
Kepler-1043 b,Kepler-1043,38.50501338,0.2159,0.0,2.611,133.62265250000004,,,21.69,532.0,89.04,5710.0,0.94,1.02,-0.073,-0.42,4.5,903.332,1.07828,903.332,Transit,2016,Unknown
Kepler-1044 b,Kepler-1044,6.77410294,0.0741,0.0,2.134,129.64384034000028,,,218.5,1058.0,89.92,5819.58,1.02,1.05,0.031,-0.1,4.44,1278.96,0.75349,1278.96,Transit,2016,Unknown
Kepler-1045 b,Kepler-1045,26.41033598,0.1616,0.0,2.651,136.78310895999994,,,19.13,512.0,89.25,5250.0,0.82,0.9,-0.334,-0.38,4.56,942.485,1.03259,942.485,Transit,2016,Unknown
Kepler-1046 b,Kepler-1046,14.37508542,0.11858,0.0,1.76,184.15158476000005,,,101.4,786.0,86.3,6020.67,1.15,1.08,,0.011,4.4,721.534,,721.534,Transit,2016,Unknown
Kepler-1047 b,Kepler-1047,56.18861682,0.29871,0.0,3.021,341.59680766000054,,,27.0,503.0,88.56,5566.56,1.75,0.98,0.424,0.22,3.94,817.647,1.19419,817.647,Transit,2016,Unknown
Kepler-1047 c,Kepler-1047,3.18896877,0.04413,0.0,1.334,208.44727427999996,,,1235.9,1309.0,86.09,5566.56,1.75,0.98,0.424,0.22,3.94,817.647,1.19419,817.647,Transit,2016,Unknown
Kepler-1048 b,Kepler-1048,6.92103277,0.059,0.0,2.462,105.47690704,,,96.98,619.0,84.6,4388.39,1.08,0.69,-0.409,-0.088,4.21,556.006,1.76982,556.006,Transit,2016,Unknown
Kepler-1049 b,Kepler-1049,3.2734813,0.0349,0.0,0.956,108.71289995999976,,,50.43,625.0,88.1,3908.0,0.59,0.58,-1.14,0.0,4.66,162.006,6.14368,162.006,Transit,2016,Unknown
Kepler-105 b,Kepler-105,5.4122034,0.06016,0.02,2.53,10.8,10.8,3.68,323.5,1093.0,85.94,5933.0,1.03,0.99,0.607,-0.09,4.15,459.223,2.14903,459.223,Transit,2013,Unknown
Kepler-105 c,Kepler-105,7.12592,0.07229,0.02,1.44,5.6,5.6,10.4,224.4,997.0,84.02,5933.0,1.03,0.99,0.097,-0.09,4.43,459.223,2.14903,459.223,Transit,2014,Unknown
Kepler-1050 b,Kepler-1050,15.37857995,0.12353,0.0,1.436,77.24015664000002,,,68.4,1039.0,89.14,5870.68,1.03,1.06,0.059,0.135,4.43,490.488,2.00993,490.488,Transit,2016,Unknown
Kepler-1050 c,Kepler-1050,21.12724896,0.15264,0.0,1.325,75.07702688000005,,,44.8,935.0,89.48,5870.68,1.03,1.06,0.059,0.135,4.43,490.488,2.00993,490.488,Transit,2016,Unknown
Kepler-1051 b,Kepler-1051,25.96182465,0.18395,0.0,2.727,236.0058255800002,,,88.7,850.0,89.96,6499.3,1.44,1.33,0.524,-0.174,4.24,829.343,1.17705,829.343,Transit,2016,Unknown
Kepler-1052 b,Kepler-1052,34.85379936,0.20988,0.0,2.676,133.67436312000007,,,19.0,522.0,89.37,5720.0,0.96,1.02,-0.047,0.03,4.48,943.444,1.03137,943.444,Transit,2016,Unknown
Kepler-1052 c,Kepler-1052,180.9259949,0.62919,0.0,2.368,240.58648869999965,,,2.1,302.0,89.99,5818.0,0.85,0.94,-0.047,-0.22,4.55,943.444,1.03137,943.444,Transit,2023,Unknown
Kepler-1053 b,Kepler-1053,2.41434403,0.0315,0.0,0.824,102.32488741999975,,,139.82,953.0,89.12,4405.22,0.61,0.69,-0.895,0.037,4.7,151.129,6.58796,151.129,Transit,2016,Unknown
Kepler-1054 b,Kepler-1054,4.30655689,0.05542,0.0,2.68,308.4914522999997,,,685.2,1177.0,77.07,5909.0,1.39,1.22,0.369,0.35,4.14,1090.51,0.888327,1090.51,Transit,2016,Unknown
Kepler-1055 b,Kepler-1055,2.29503026,0.0335,0.0,1.127,87.5717262999999,,,618.7,1304.0,89.14,5681.94,0.87,1.01,-0.148,0.049,4.56,389.397,2.53923,389.397,Transit,2016,Unknown
Kepler-1056 b,Kepler-1056,27.49568902,0.1629,0.0,2.979,183.92588895999984,,,56.91,590.0,88.87,6071.7,1.17,1.13,0.227,0.093,4.35,982.51,0.989342,982.51,Transit,2016,Unknown
Kepler-1057 b,Kepler-1057,14.08825329,0.1138,0.0,2.742,124.77235048000018,,,69.21,724.0,89.71,6014.0,0.92,1.11,-0.006,-0.1,4.56,1201.82,0.804672,1201.82,Transit,2016,Unknown
Kepler-1058 b,Kepler-1058,110.96426331,0.3679,0.0,2.11,335.52193618000024,,,0.77,239.0,89.14,4517.79,0.55,0.54,,-0.245,4.7,491.997,,491.997,Transit,2016,Unknown
Kepler-1059 b,Kepler-1059,3.76418097,0.044,0.0,1.757,138.99016233999996,,,174.07,908.0,88.83,4855.0,0.78,0.79,-0.52,-0.14,4.56,713.167,1.37405,713.167,Transit,2016,Unknown
Kepler-106 b,Kepler-106,6.16491696,0.064888,0.0,0.86,5.3,5.3,,274.8,1021.0,86.69,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,2.22233,444.322,Transit,2014,Unknown
Kepler-106 c,Kepler-106,13.57076622,0.109803,0.0,2.387,13.32346,10.44,5.39773,95.8,785.0,87.07,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,2.22233,444.322,Transit,2014,Unknown
Kepler-106 d,Kepler-106,23.9802348,0.16049,0.0,1.008,8.1,8.1,,44.8,649.0,85.45,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,2.22233,444.322,Transit,2014,Unknown
Kepler-106 e,Kepler-106,43.84444353,0.239969,0.0,2.621,6.59063,11.17,2.01687,20.1,531.0,88.27,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,2.22233,444.322,Transit,2014,Unknown
Kepler-1060 b,Kepler-1060,46.878956,0.2495,0.0,3.034,166.4958233999998,,,17.42,484.0,87.75,5688.0,1.12,1.01,0.072,0.2,4.35,946.565,1.02789,946.565,Transit,2016,Unknown
Kepler-1061 b,Kepler-1061,2.75800485,0.0388,0.0,1.869,147.65541827999996,,,757.0,1332.0,80.18,6126.0,0.98,1.16,0.088,-0.09,4.52,543.375,1.81152,543.375,Transit,2016,Unknown
Kepler-1062 b,Kepler-1062,9.30419319,0.0748,0.0,1.851,58.46472745999993,,,33.76,583.0,89.16,4412.0,0.78,0.69,-0.682,-0.16,4.49,397.455,2.48732,397.455,Transit,2016,Unknown
Kepler-1063 b,Kepler-1063,14.07969236,0.1176,0.0,2.08,209.27697450000008,,,177.81,931.0,89.53,5571.73,1.55,1.09,,0.223,4.1,343.226,,343.226,Transit,2016,Unknown
Kepler-1064 b,Kepler-1064,16.54077478,0.1183,0.0,1.57,137.79217669999994,,,24.87,570.0,88.92,5079.48,0.77,0.81,,-0.029,4.57,,,,Transit,2016,Unknown
Kepler-1065 b,Kepler-1065,3.60931465,0.0455,0.0,3.64,151.33371739999978,,,419.91,1092.0,88.42,5469.0,0.97,0.96,-0.116,-0.02,4.44,1122.48,0.863893,1122.48,Transit,2016,Unknown
Kepler-1065 c,Kepler-1065,2.3702932,0.0344,0.0,1.444,144.28538349999974,,,734.62,1256.0,89.98,5663.0,0.97,0.96,-0.116,-0.02,4.44,1122.48,0.863893,1122.48,Transit,2016,Unknown
Kepler-1066 b,Kepler-1066,1.93155757,0.0298,0.0,2.067,107.64367347999988,,,696.7,1290.0,80.37,5560.36,0.87,0.98,-0.19,0.111,4.55,344.251,2.87613,344.251,Transit,2016,Unknown
Kepler-1067 b,Kepler-1067,0.76212989,0.0164,0.0,0.762,182.81603625999975,,,2611.9,1872.0,84.88,5461.0,0.94,0.95,-0.147,0.28,4.47,667.693,1.46897,667.693,Transit,2016,Unknown
Kepler-1067 c,Kepler-1067,5.4258399,0.06069,0.0,1.747,118.2449581000001,,,190.8,973.0,89.65,5594.0,0.93,0.98,-0.147,0.16,4.49,667.693,1.46897,667.693,Transit,2021,Unknown
Kepler-1068 b,Kepler-1068,16.9234294,0.13038,0.0,3.513,120.43354172000016,,,53.1,702.0,88.93,5645.0,1.02,1.0,-0.025,0.18,4.42,1473.61,0.650755,1473.61,Transit,2016,Unknown
Kepler-1069 b,Kepler-1069,23.89836084,0.16587,0.0,2.636,250.94729610000044,,,78.0,823.0,89.24,5562.56,1.65,0.98,0.372,0.197,3.99,695.967,1.40799,695.967,Transit,2016,Unknown
Kepler-107 b,Kepler-107,3.1800218,0.04544,0.1,1.536,3.8,3.8,5.8,1073.0,1592.0,89.05,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,1.87249,525.997,Transit,2014,Unknown
Kepler-107 c,Kepler-107,4.901452,0.06064,0.08,1.597,10.0,10.0,13.5,602.0,1378.0,89.49,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,1.87249,525.997,Transit,2014,Unknown
Kepler-107 d,Kepler-107,7.95839,0.08377,0.11,0.86,7.7,7.7,67.0,315.0,1173.0,87.55,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,1.87249,525.997,Transit,2014,Unknown
Kepler-107 e,Kepler-107,14.749143,0.12638,0.1,2.903,14.1,14.1,3.18,138.7,955.0,89.67,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,1.87249,525.997,Transit,2014,Mini-Neptune
Kepler-1070 b,Kepler-1070,6.22156151,0.06753,0.0,1.572,225.62323075999973,,,382.9,1101.0,83.97,6154.96,1.22,1.17,0.285,-0.071,4.33,939.001,1.03612,939.001,Transit,2016,Unknown
Kepler-1071 b,Kepler-1071,6.17999328,0.0629,0.0,2.632,143.70862524000006,,,125.6,814.0,89.56,5221.46,0.85,0.89,-0.313,0.19,4.53,1042.27,0.932442,1042.27,Transit,2016,Unknown
Kepler-1072 b,Kepler-1072,1.5690606,0.02742,0.0,1.63,269.6042259799997,,,2698.9,1849.0,88.73,5794.96,1.51,1.04,0.365,-0.012,4.1,982.716,0.988814,982.716,Transit,2016,Unknown
Kepler-1073 b,Kepler-1073,8.67888742,0.0805,0.0,2.301,121.14473404000034,,,128.55,905.0,89.38,5774.0,0.99,1.03,-0.01,0.16,4.46,809.897,1.20622,809.897,Transit,2016,Unknown
Kepler-1073 c,Kepler-1073,4.02581966,0.0483,0.0,1.605,137.64752842000007,,,357.08,1169.0,89.92,5774.0,0.99,1.03,-0.01,0.16,4.46,809.897,1.20622,809.897,Transit,2016,Unknown
Kepler-1073 d,Kepler-1073,2.50476003,0.0352,0.0,1.488,161.01814013999984,,,828.59,1369.0,89.08,5509.0,1.12,0.92,-0.01,0.16,4.31,809.897,1.20622,809.897,Transit,2021,Unknown
Kepler-1074 b,Kepler-1074,5.94561378,0.0536,0.0,1.178,75.64270581999995,,,27.57,568.0,89.37,3917.0,0.6,0.59,-1.121,-0.06,4.65,250.817,3.95819,250.817,Transit,2016,Unknown
Kepler-1075 b,Kepler-1075,1.52373073,0.0208,0.0,1.471,116.36978581999986,,,143.97,818.0,73.31,3747.0,0.59,0.58,-1.113,0.0,4.66,291.275,3.40576,291.275,Transit,2016,Unknown
Kepler-1076 b,Kepler-1076,6.14728698,0.0611,0.0,0.79,141.58634554,,,83.18,770.0,89.36,4871.59,0.73,0.81,,-0.091,4.6,,,,Transit,2016,Unknown
Kepler-1077 b,Kepler-1077,34.35103985,0.2101,0.0,2.797,133.7036272000001,,,26.93,576.0,88.39,5699.38,1.03,1.02,0.006,0.13,4.42,1101.42,0.879493,1101.42,Transit,2016,Unknown
Kepler-1078 b,Kepler-1078,3.00725068,0.0388,0.0,3.867,293.17852419999974,,,2298.64,1122.0,70.4,5675.0,1.93,0.94,0.5,-0.324,3.8,2481.71,0.374134,2481.71,Transit,2016,Unknown
Kepler-1079 b,Kepler-1079,13.24500282,0.1092,0.0,2.036,173.72423262000024,,,195.35,887.0,88.59,5791.58,1.39,0.99,,0.128,4.15,591.098,,591.098,Transit,2016,Unknown
Kepler-108 b,Kepler-108,49.18394185,0.2829,0.0,8.2,667.2507701799991,,,47.4,669.0,89.94,5584.26,2.06,1.25,,0.326,3.91,338.732,,338.732,Transit,2014,Unknown
Kepler-108 c,Kepler-108,190.32180041,0.6972,0.0,7.78,821.1489592599999,,,7.8,426.0,89.24,5584.26,2.06,1.25,,0.326,3.91,338.732,,338.732,Transit,2014,Unknown
Kepler-1080 b,Kepler-1080,77.25615317,0.3781,0.0,5.963,669.8791474399998,,,55.45,548.0,88.6,6578.02,2.07,1.37,0.861,0.196,3.94,1382.82,0.694369,1382.82,Transit,2016,Unknown
Kepler-1081 b,Kepler-1081,3.85690991,0.04662,0.0,0.994,84.07056580000005,,,220.3,972.0,87.9,5180.78,0.87,0.88,-0.306,0.161,4.5,420.215,2.3509,420.215,Transit,2016,Unknown
Kepler-1082 b,Kepler-1082,1.54321504,0.02571,0.0,1.281,206.6365530399997,,,2833.9,1827.0,87.26,5875.51,1.39,1.06,0.314,-0.156,4.18,739.557,1.32332,739.557,Transit,2016,Unknown
Kepler-1083 b,Kepler-1083,33.41762264,0.1899,0.0,3.221,142.01287203999982,,,10.15,448.0,88.08,4939.0,0.79,0.81,-0.473,-0.12,4.55,902.633,1.07961,902.633,Transit,2016,Unknown
Kepler-1084 b,Kepler-1084,2.05334189,0.0324,0.0,1.3,142.9068739400001,,,1766.59,1737.0,61.5,6087.0,1.23,1.02,0.253,-0.126,4.17,405.533,2.43758,405.533,Transit,2016,Unknown
Kepler-1085 b,Kepler-1085,219.32158692,0.73361,0.0,6.334,442.9747109400005,,,2.0,313.0,89.9,5816.0,1.08,1.05,0.079,0.22,4.39,1364.53,0.704126,1364.53,Transit,2016,Unknown
Kepler-1085 c,Kepler-1085,56.7771,0.29798,0.0,3.268,266.1344814199997,,,11.8,491.0,89.15,5816.0,1.08,1.05,0.079,0.22,4.39,1364.53,0.704126,1364.53,Transit,2020,Unknown
Kepler-1086 b,Kepler-1086,18.78422423,0.1198,0.0,2.239,100.10439056000016,,,9.16,433.0,88.97,4484.48,0.62,0.7,-0.86,0.31,4.7,466.084,2.11736,466.084,Transit,2016,Unknown
Kepler-1086 c,Kepler-1086,161.51525984,0.503,0.0,3.022,236.77105567999988,,,0.52,211.0,90.0,4484.48,0.62,0.7,-0.86,0.31,4.7,466.084,2.11736,466.084,Transit,2016,Unknown
Kepler-1087 b,Kepler-1087,0.69384424,0.01554,0.0,0.683,163.86467048,,,3128.0,2161.0,86.59,5267.04,1.07,0.9,-0.097,0.377,4.33,362.623,2.72911,362.623,Transit,2016,Unknown
Kepler-1088 b,Kepler-1088,23.12732952,0.16163,0.0,1.298,72.09460367999992,,,43.4,667.0,88.31,5864.52,1.07,1.06,0.09,-0.02,4.4,280.629,3.53461,280.629,Transit,2016,Unknown
Kepler-1089 b,Kepler-1089,5.13235321,0.0497,0.0,1.644,158.44428027999967,,,26.27,584.0,89.54,3672.0,0.55,0.55,-1.297,0.32,4.69,259.328,3.82772,259.328,Transit,2016,Unknown
Kepler-109 b,Kepler-109,6.48162809,0.068597,0.0,2.329,4.55406,4.9,1.98629,442.0,1276.0,87.06,5950.0,1.39,1.02,0.347,-0.02,4.18,474.861,2.07728,474.861,Transit,2014,Unknown
Kepler-109 c,Kepler-109,21.22258525,0.151256,0.0,2.539,1.75482,8.2,0.59074,91.0,859.0,89.63,5950.0,1.39,1.02,0.347,-0.02,4.18,474.861,2.07728,474.861,Transit,2014,Unknown
Kepler-1090 b,Kepler-1090,198.67950591,0.63323,0.0,2.75,256.6846621599995,,,1.8,297.0,89.67,5217.0,1.03,0.89,-0.146,0.01,4.36,858.77,1.13711,858.77,Transit,2016,Unknown
Kepler-1090 c,Kepler-1090,42.42720032,0.22622,0.0,3.293,144.80624901999985,,,13.8,496.0,87.3,5330.0,1.01,0.87,-0.146,0.18,4.37,858.77,1.13711,858.77,Transit,2021,Unknown
Kepler-1091 b,Kepler-1091,1.43474249,0.0252,0.0,1.465,171.74920920000005,,,1740.86,1664.0,88.96,5885.0,1.05,1.07,0.08,0.16,4.42,914.299,1.06542,914.299,Transit,2016,Unknown
Kepler-1092 b,Kepler-1092,58.60162473,0.2996,0.0,2.142,264.5328494599996,,,17.02,508.0,89.71,5871.16,1.08,1.06,0.096,-0.291,4.4,981.233,0.990559,981.233,Transit,2016,Unknown
Kepler-1093 b,Kepler-1093,25.08227667,0.17543,0.0,2.352,235.66112752000032,,,98.8,776.0,86.89,6343.61,1.41,1.26,0.46,-0.142,4.24,1072.88,0.90334,1072.88,Transit,2016,Unknown
Kepler-1093 c,Kepler-1093,89.72144532,0.41037,0.0,2.399,399.88433362,,,18.1,508.0,89.02,6343.61,1.41,1.26,0.46,-0.142,4.24,1072.88,0.90334,1072.88,Transit,2016,Unknown
Kepler-1094 b,Kepler-1094,78.09987954,0.3625,0.0,3.059,502.08203798,,,10.34,480.0,89.51,5675.41,1.27,1.01,0.178,-0.188,4.23,1291.01,0.747234,1291.01,Transit,2016,Unknown
Kepler-1095 b,Kepler-1095,4.27102802,0.0514,0.0,1.22,132.49028308000013,,,356.54,1108.0,89.92,5606.38,0.95,0.99,-0.093,-0.066,4.48,792.522,1.23319,792.522,Transit,2016,Unknown
Kepler-1096 b,Kepler-1096,2.89221413,0.034,0.0,1.515,115.51600446000008,,,124.87,794.0,85.46,4471.04,0.63,0.7,-0.84,0.258,4.68,377.976,2.6172,377.976,Transit,2016,Unknown
Kepler-1097 b,Kepler-1097,187.74722092,0.5791,0.0,3.064,238.56354895999957,,,1.3,267.0,90.0,5216.0,0.77,0.89,-0.404,-0.4,4.62,719.802,1.36077,719.802,Transit,2016,Unknown
Kepler-1098 b,Kepler-1098,2.54309766,0.0358,0.0,1.477,167.5916755999999,,,995.67,1319.0,88.18,5839.0,1.17,1.05,0.157,0.14,4.32,1049.19,0.924665,1049.19,Transit,2016,Unknown
Kepler-1099 b,Kepler-1099,2.16844823,0.0337,0.0,1.791,152.87617307999977,,,766.34,1558.0,88.96,5724.0,0.89,1.02,-0.119,0.02,4.55,1022.8,0.949177,1022.8,Transit,2016,Unknown
Kepler-11 b,Kepler-11,10.30400497,0.092237,0.0,1.92,7.45449,2.18,5.80318,137.0,849.0,89.95,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,1.51841,646.346,Transit,2010,Unknown
