pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,discoverymethod,disc_year
Kepler-1043 b,Kepler-1043,38.50501338,0.2159,0.0,2.611,,,,21.69,532.0,89.04,5710.0,0.94,1.02,-0.073,-0.42,4.5,903.332,Transit,2016
Kepler-1044 b,Kepler-1044,6.77410294,0.0741,0.0,2.134,,,,218.5,1058.0,89.92,5819.58,1.02,1.05,0.031,-0.1,4.44,1278.96,Transit,2016
Kepler-1045 b,Kepler-1045,26.41033598,0.1616,0.0,2.651,,,,19.13,512.0,89.25,5250.0,0.82,0.9,-0.334,-0.38,4.56,942.485,Transit,2016
Kepler-1046 b,Kepler-1046,14.37508542,0.11858,0.0,1.76,,,,101.4,786.0,86.3,6020.67,1.15,1.08,,0.011,4.4,721.534,Transit,2016
Kepler-1047 b,Kepler-1047,56.18861682,0.29871,0.0,3.021,,,,27.0,503.0,88.56,5566.56,1.75,0.98,0.424,0.22,3.94,817.647,Transit,2016
Kepler-1047 c,Kepler-1047,3.18896877,0.04413,0.0,1.334,,,,1235.9,1309.0,86.09,5566.56,1.75,0.98,0.424,0.22,3.94,817.647,Transit,2016
Kepler-1048 b,Kepler-1048,6.92103277,0.059,0.0,2.462,,,,96.98,619.0,84.6,4388.39,1.08,0.69,-0.409,-0.088,4.21,556.006,Transit,2016
Kepler-1049 b,Kepler-1049,3.2734813,0.0349,0.0,0.956,,,,50.43,625.0,88.1,3908.0,0.59,0.58,-1.14,0.0,4.66,162.006,Transit,2016
Kepler-105 b,Kepler-105,5.4122034,0.06016,0.02,2.53,10.8,10.8,3.68,323.5,1093.0,85.94,5933.0,1.03,0.99,0.607,-0.09,4.15,459.223,Transit,2013
Kepler-105 c,Kepler-105,7.12592,0.07229,0.02,1.44,5.6,5.6,10.4,224.4,997.0,84.02,5933.0,1.03,0.99,0.097,-0.09,4.43,459.223,Transit,2014
Kepler-1050 b,Kepler-1050,15.37857995,0.12353,0.0,1.436,,,,68.4,1039.0,89.14,5870.68,1.03,1.06,0.059,0.135,4.43,490.488,Transit,2016
Kepler-1050 c,Kepler-1050,21.12724896,0.15264,0.0,1.325,,,,44.8,935.0,89.48,5870.68,1.03,1.06,0.059,0.135,4.43,490.488,Transit,2016
Kepler-1051 b,Kepler-1051,25.96182465,0.18395,0.0,2.727,,,,88.7,850.0,89.96,6499.3,1.44,1.33,0.524,-0.174,4.24,829.343,Transit,2016
Kepler-1052 b,Kepler-1052,34.85379936,0.20988,0.0,2.676,,,,19.0,522.0,89.37,5720.0,0.96,1.02,-0.047,0.03,4.48,943.444,Transit,2016
Kepler-1052 c,Kepler-1052,180.9259949,0.62919,0.0,2.368,,,,2.1,302.0,89.99,5818.0,0.85,0.94,-0.047,-0.22,4.55,943.444,Transit,2023
Kepler-1053 b,Kepler-1053,2.41434403,0.0315,0.0,0.824,,,,139.82,953.0,89.12,4405.22,0.61,0.69,-0.895,0.037,4.7,151.129,Transit,2016
Kepler-1054 b,Kepler-1054,4.30655689,0.05542,0.0,2.68,,,,685.2,1177.0,77.07,5909.0,1.39,1.22,0.369,0.35,4.14,1090.51,Transit,2016
Kepler-1055 b,Kepler-1055,2.29503026,0.0335,0.0,1.127,,,,618.7,1304.0,89.14,5681.94,0.87,1.01,-0.148,0.049,4.56,389.397,Transit,2016
Kepler-1056 b,Kepler-1056,27.49568902,0.1629,0.0,2.979,,,,56.91,590.0,88.87,6071.7,1.17,1.13,0.227,0.093,4.35,982.51,Transit,2016
Kepler-1057 b,Kepler-1057,14.08825329,0.1138,0.0,2.742,,,,69.21,724.0,89.71,6014.0,0.92,1.11,-0.006,-0.1,4.56,1201.82,Transit,2016
Kepler-1058 b,Kepler-1058,110.96426331,0.3679,0.0,2.11,,,,0.77,239.0,89.14,4517.79,0.55,0.54,,-0.245,4.7,491.997,Transit,2016
Kepler-1059 b,Kepler-1059,3.76418097,0.044,0.0,1.757,,,,174.07,908.0,88.83,4855.0,0.78,0.79,-0.52,-0.14,4.56,713.167,Transit,2016
Kepler-106 b,Kepler-106,6.16491696,0.064888,0.0,0.86,5.3,5.3,,274.8,1021.0,86.69,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,Transit,2014
Kepler-106 c,Kepler-106,13.57076622,0.109803,0.0,2.387,13.32346,10.44,5.39773,95.8,785.0,87.07,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,Transit,2014
Kepler-106 d,Kepler-106,23.9802348,0.16049,0.0,1.008,8.1,8.1,,44.8,649.0,85.45,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,Transit,2014
Kepler-106 e,Kepler-106,43.84444353,0.239969,0.0,2.621,6.59063,11.17,2.01687,20.1,531.0,88.27,5888.0,1.06,0.96,0.083,-0.11,4.42,444.322,Transit,2014
Kepler-1060 b,Kepler-1060,46.878956,0.2495,0.0,3.034,,,,17.42,484.0,87.75,5688.0,1.12,1.01,0.072,0.2,4.35,946.565,Transit,2016
Kepler-1061 b,Kepler-1061,2.75800485,0.0388,0.0,1.869,,,,757.0,1332.0,80.18,6126.0,0.98,1.16,0.088,-0.09,4.52,543.375,Transit,2016
Kepler-1062 b,Kepler-1062,9.30419319,0.0748,0.0,1.851,,,,33.76,583.0,89.16,4412.0,0.78,0.69,-0.682,-0.16,4.49,397.455,Transit,2016
Kepler-1063 b,Kepler-1063,14.07969236,0.1176,0.0,2.08,,,,177.81,931.0,89.53,5571.73,1.55,1.09,,0.223,4.1,343.226,Transit,2016
Kepler-1064 b,Kepler-1064,16.54077478,0.1183,0.0,1.57,,,,24.87,570.0,88.92,5079.48,0.77,0.81,,-0.029,4.57,,Transit,2016
Kepler-1065 b,Kepler-1065,3.60931465,0.0455,0.0,3.64,,,,419.91,1092.0,88.42,5469.0,0.97,0.96,-0.116,-0.02,4.44,1122.48,Transit,2016
Kepler-1065 c,Kepler-1065,2.3702932,0.0344,0.0,1.444,,,,734.62,1256.0,89.98,5663.0,0.97,0.96,-0.116,-0.02,4.44,1122.48,Transit,2016
Kepler-1066 b,Kepler-1066,1.93155757,0.0298,0.0,2.067,,,,696.7,1290.0,80.37,5560.36,0.87,0.98,-0.19,0.111,4.55,344.251,Transit,2016
Kepler-1067 b,Kepler-1067,0.76212989,0.0164,0.0,0.762,,,,2611.9,1872.0,84.88,5461.0,0.94,0.95,-0.147,0.28,4.47,667.693,Transit,2016
Kepler-1067 c,Kepler-1067,5.4258399,0.06069,0.0,1.747,,,,190.8,973.0,89.65,5594.0,0.93,0.98,-0.147,0.16,4.49,667.693,Transit,2021
Kepler-1068 b,Kepler-1068,16.9234294,0.13038,0.0,3.513,,,,53.1,702.0,88.93,5645.0,1.02,1.0,-0.025,0.18,4.42,1473.61,Transit,2016
Kepler-1069 b,Kepler-1069,23.89836084,0.16587,0.0,2.636,,,,78.0,823.0,89.24,5562.56,1.65,0.98,0.372,0.197,3.99,695.967,Transit,2016
Kepler-107 b,Kepler-107,3.1800218,0.04544,0.1,1.536,3.8,3.8,5.8,1073.0,1592.0,89.05,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,Transit,2014
Kepler-107 c,Kepler-107,4.901452,0.06064,0.08,1.597,10.0,10.0,13.5,602.0,1378.0,89.49,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,Transit,2014
Kepler-107 d,Kepler-107,7.95839,0.08377,0.11,0.86,7.7,7.7,67.0,315.0,1173.0,87.55,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,Transit,2014
Kepler-107 e,Kepler-107,14.749143,0.12638,0.1,2.903,14.1,14.1,3.18,138.7,955.0,89.67,5854.0,1.45,1.24,0.364,0.321,4.1,525.997,Transit,2014
Kepler-1070 b,Kepler-1070,6.22156151,0.06753,0.0,1.572,,,,382.9,1101.0,83.97,6154.96,1.22,1.17,0.285,-0.071,4.33,939.001,Transit,2016
Kepler-1071 b,Kepler-1071,6.17999328,0.0629,0.0,2.632,,,,125.6,814.0,89.56,5221.46,0.85,0.89,-0.313,0.19,4.53,1042.27,Transit,2016
Kepler-1072 b,Kepler-1072,1.5690606,0.02742,0.0,1.63,,,,2698.9,1849.0,88.73,5794.96,1.51,1.04,0.365,-0.012,4.1,982.716,Transit,2016
Kepler-1073 b,Kepler-1073,8.67888742,0.0805,0.0,2.301,,,,128.55,905.0,89.38,5774.0,0.99,1.03,-0.01,0.16,4.46,809.897,Transit,2016
Kepler-1073 c,Kepler-1073,4.02581966,0.0483,0.0,1.605,,,,357.08,1169.0,89.92,5774.0,0.99,1.03,-0.01,0.16,4.46,809.897,Transit,2016
Kepler-1073 d,Kepler-1073,2.50476003,0.0352,0.0,1.488,,,,828.59,1369.0,89.08,5509.0,1.12,0.92,-0.01,0.16,4.31,809.897,Transit,2021
Kepler-1074 b,Kepler-1074,5.94561378,0.0536,0.0,1.178,,,,27.57,568.0,89.37,3917.0,0.6,0.59,-1.121,-0.06,4.65,250.817,Transit,2016
Kepler-1075 b,Kepler-1075,1.52373073,0.0208,0.0,1.471,,,,143.97,818.0,73.31,3747.0,0.59,0.58,-1.113,0.0,4.66,291.275,Transit,2016
Kepler-1076 b,Kepler-1076,6.14728698,0.0611,0.0,0.79,,,,83.18,770.0,89.36,4871.59,0.73,0.81,,-0.091,4.6,,Transit,2016
Kepler-1077 b,Kepler-1077,34.35103985,0.2101,0.0,2.797,,,,26.93,576.0,88.39,5699.38,1.03,1.02,0.006,0.13,4.42,1101.42,Transit,2016
Kepler-1078 b,Kepler-1078,3.00725068,0.0388,0.0,3.867,,,,2298.64,1122.0,70.4,5675.0,1.93,0.94,0.5,-0.324,3.8,2481.71,Transit,2016
Kepler-1079 b,Kepler-1079,13.24500282,0.1092,0.0,2.036,,,,195.35,887.0,88.59,5791.58,1.39,0.99,,0.128,4.15,591.098,Transit,2016
Kepler-108 b,Kepler-108,49.18394185,0.2829,0.0,8.2,,,,47.4,669.0,89.94,5584.26,2.06,1.25,,0.326,3.91,338.732,Transit,2014
Kepler-108 c,Kepler-108,190.32180041,0.6972,0.0,7.78,,,,7.8,426.0,89.24,5584.26,2.06,1.25,,0.326,3.91,338.732,Transit,2014
Kepler-1080 b,Kepler-1080,77.25615317,0.3781,0.0,5.963,,,,55.45,548.0,88.6,6578.02,2.07,1.37,0.861,0.196,3.94,1382.82,Transit,2016
Kepler-1081 b,Kepler-1081,3.85690991,0.04662,0.0,0.994,,,,220.3,972.0,87.9,5180.78,0.87,0.88,-0.306,0.161,4.5,420.215,Transit,2016
Kepler-1082 b,Kepler-1082,1.54321504,0.02571,0.0,1.281,,,,2833.9,1827.0,87.26,5875.51,1.39,1.06,0.314,-0.156,4.18,739.557,Transit,2016
Kepler-1083 b,Kepler-1083,33.41762264,0.1899,0.0,3.221,,,,10.15,448.0,88.08,4939.0,0.79,0.81,-0.473,-0.12,4.55,902.633,Transit,2016
Kepler-1084 b,Kepler-1084,2.05334189,0.0324,0.0,1.3,,,,1766.59,1737.0,61.5,6087.0,1.23,1.02,0.253,-0.126,4.17,405.533,Transit,2016
Kepler-1085 b,Kepler-1085,219.32158692,0.73361,0.0,6.334,,,,2.0,313.0,89.9,5816.0,1.08,1.05,0.079,0.22,4.39,1364.53,Transit,2016
Kepler-1085 c,Kepler-1085,56.7771,0.29798,0.0,3.268,,,,11.8,491.0,89.15,5816.0,1.08,1.05,0.079,0.22,4.39,1364.53,Transit,2020
Kepler-1086 b,Kepler-1086,18.78422423,0.1198,0.0,2.239,,,,9.16,433.0,88.97,4484.48,0.62,0.7,-0.86,0.31,4.7,466.084,Transit,2016
Kepler-1086 c,Kepler-1086,161.51525984,0.503,0.0,3.022,,,,0.52,211.0,90.0,4484.48,0.62,0.7,-0.86,0.31,4.7,466.084,Transit,2016
Kepler-1087 b,Kepler-1087,0.69384424,0.01554,0.0,0.683,,,,3128.0,2161.0,86.59,5267.04,1.07,0.9,-0.097,0.377,4.33,362.623,Transit,2016
Kepler-1088 b,Kepler-1088,23.12732952,0.16163,0.0,1.298,,,,43.4,667.0,88.31,5864.52,1.07,1.06,0.09,-0.02,4.4,280.629,Transit,2016
Kepler-1089 b,Kepler-1089,5.13235321,0.0497,0.0,1.644,,,,26.27,584.0,89.54,3672.0,0.55,0.55,-1.297,0.32,4.69,259.328,Transit,2016
Kepler-109 b,Kepler-109,6.48162809,0.068597,0.0,2.329,4.55406,4.9,1.98629,442.0,1276.0,87.06,5950.0,1.39,1.02,0.347,-0.02,4.18,474.861,Transit,2014
Kepler-109 c,Kepler-109,21.22258525,0.151256,0.0,2.539,1.75482,8.2,0.59074,91.0,859.0,89.63,5950.0,1.39,1.02,0.347,-0.02,4.18,474.861,Transit,2014
Kepler-1090 b,Kepler-1090,198.67950591,0.63323,0.0,2.75,,,,1.8,297.0,89.67,5217.0,1.03,0.89,-0.146,0.01,4.36,858.77,Transit,2016
Kepler-1090 c,Kepler-1090,42.42720032,0.22622,0.0,3.293,,,,13.8,496.0,87.3,5330.0,1.01,0.87,-0.146,0.18,4.37,858.77,Transit,2021
Kepler-1091 b,Kepler-1091,1.43474249,0.0252,0.0,1.465,,,,1740.86,1664.0,88.96,5885.0,1.05,1.07,0.08,0.16,4.42,914.299,Transit,2016
Kepler-1092 b,Kepler-1092,58.60162473,0.2996,0.0,2.142,,,,17.02,508.0,89.71,5871.16,1.08,1.06,0.096,-0.291,4.4,981.233,Transit,2016
Kepler-1093 b,Kepler-1093,25.08227667,0.17543,0.0,2.352,,,,98.8,776.0,86.89,6343.61,1.41,1.26,0.46,-0.142,4.24,1072.88,Transit,2016
Kepler-1093 c,Kepler-1093,89.72144532,0.41037,0.0,2.399,,,,18.1,508.0,89.02,6343.61,1.41,1.26,0.46,-0.142,4.24,1072.88,Transit,2016
Kepler-1094 b,Kepler-1094,78.09987954,0.3625,0.0,3.059,,,,10.34,480.0,89.51,5675.41,1.27,1.01,0.178,-0.188,4.23,1291.01,Transit,2016
Kepler-1095 b,Kepler-1095,4.27102802,0.0514,0.0,1.22,,,,356.54,1108.0,89.92,5606.38,0.95,0.99,-0.093,-0.066,4.48,792.522,Transit,2016
Kepler-1096 b,Kepler-1096,2.89221413,0.034,0.0,1.515,,,,124.87,794.0,85.46,4471.04,0.63,0.7,-0.84,0.258,4.68,377.976,Transit,2016
Kepler-1097 b,Kepler-1097,187.74722092,0.5791,0.0,3.064,,,,1.3,267.0,90.0,5216.0,0.77,0.89,-0.404,-0.4,4.62,719.802,Transit,2016
Kepler-1098 b,Kepler-1098,2.54309766,0.0358,0.0,1.477,,,,995.67,1319.0,88.18,5839.0,1.17,1.05,0.157,0.14,4.32,1049.19,Transit,2016
Kepler-1099 b,Kepler-1099,2.16844823,0.0337,0.0,1.791,,,,766.34,1558.0,88.96,5724.0,0.89,1.02,-0.119,0.02,4.55,1022.8,Transit,2016
Kepler-11 b,Kepler-11,10.30400497,0.092237,0.0,1.92,7.45449,2.18,5.80318,137.0,849.0,89.95,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,Transit,2010
Kepler-11 c,Kepler-11,13.02492819,0.107832,0.0,3.051,11.14627,2.09,2.16249,100.1,786.0,89.99,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,Transit,2010
Kepler-11 d,Kepler-11,22.68714105,0.156106,0.0,3.382,8.35379,6.8,1.18991,47.8,653.0,89.96,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,Transit,2010
Kepler-11 e,Kepler-11,31.99550624,0.196317,0.0,4.037,7.94932,6.7,0.66574,30.3,582.0,89.1,5763.0,1.09,0.99,0.12,0.05,4.35,646.346,Transit,2010
Kepler-11 f,Kepler-11,46.6858024,0.252555,0.0,2.845,18.46562,1.7,4.41844,18.3,513.0,89.78,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,Transit,2010
Kepler-11 g,Kepler-11,118.378379,0.469621,0.0,3.588,8.82603,25.13,1.05283,5.3,376.0,89.99,5820.0,1.13,0.99,0.12,0.07,4.35,646.346,Transit,2010
Kepler-110 b,Kepler-110,12.69107848,0.10616,0.0,1.985,,,,152.8,1008.0,89.98,6032.33,1.26,1.12,0.276,-0.15,4.29,586.531,Transit,2014
Kepler-110 c,Kepler-110,31.71977798,0.19551,0.0,2.37,,,,45.0,743.0,89.86,6032.33,1.26,1.12,0.276,-0.15,4.29,586.531,Transit,2014
Kepler-1100 b,Kepler-1100,6.42201548,0.06745,0.0,1.3,,,,236.7,1000.0,89.11,5949.92,1.04,1.09,0.088,-0.084,4.44,693.618,Transit,2016
Kepler-1101 b,Kepler-1101,81.31628333,0.3483,0.0,2.035,,,,3.58,393.0,89.99,5391.5,0.76,0.94,-0.351,-0.158,4.64,742.473,Transit,2016
Kepler-1102 b,Kepler-1102,51.32869804,0.2731,0.0,3.193,,,,22.98,546.0,89.06,5814.0,1.16,1.05,0.139,-0.1,4.33,1246.05,Transit,2016
Kepler-1103 b,Kepler-1103,19.79191112,0.15336,0.0,3.228,,,,139.2,736.0,86.29,6078.0,1.64,1.14,0.522,0.07,4.06,1331.92,Transit,2016
Kepler-1104 b,Kepler-1104,5.03728852,0.06321,0.0,1.296,,,,784.4,1321.0,80.72,6461.83,1.44,1.31,0.514,0.221,4.24,530.658,Transit,2016
Kepler-1105 b,Kepler-1105,4.42153507,0.0471,0.0,1.832,,,,47.18,729.0,84.34,4114.0,0.66,0.64,-0.945,0.38,4.6,318.004,Transit,2016
Kepler-1106 b,Kepler-1106,1.25274459,0.0239,0.0,1.602,,,,2399.97,2199.0,84.54,6050.0,1.09,1.13,0.159,0.16,4.41,1090.7,Transit,2016
Kepler-1107 b,Kepler-1107,0.57103852,0.01285,0.0,1.236,,,,2277.9,1897.0,66.6,5137.0,0.78,0.87,-0.417,0.2,4.59,428.798,Transit,2016
Kepler-1108 b,Kepler-1108,4.51004491,0.0511,0.0,1.434,,,,206.41,1063.0,89.59,5385.0,0.85,0.93,-0.258,0.16,4.54,767.701,Transit,2016
Kepler-1109 b,Kepler-1109,37.64639324,0.2466,0.0,1.901,,,,11.38,787.0,89.99,5380.67,1.05,0.93,-0.076,0.021,4.36,685.087,Transit,2016
Kepler-111 b,Kepler-111,3.34179636,0.04551,0.0,1.691,,,,642.5,1356.0,86.96,5952.0,1.18,1.09,0.195,0.28,4.33,657.223,Transit,2014
Kepler-111 c,Kepler-111,224.77833,0.751,0.176,7.084,222.47988,222.47988,3.42,2.48,352.0,89.756,5914.0,1.15,1.12,0.158,0.237,4.37,657.223,Transit,2014
Kepler-1110 b,Kepler-1110,9.69304069,0.0754,0.0,2.439,,,,43.14,609.0,88.72,4753.2,0.71,0.76,-0.637,-0.126,4.62,726.828,Transit,2016
Kepler-1111 b,Kepler-1111,8.79610307,0.0872,0.0,1.413,,,,118.52,938.0,89.86,5793.45,0.89,1.04,-0.09,-0.165,4.55,841.536,Transit,2016
Kepler-1112 b,Kepler-1112,14.36281802,0.1239,0.0,2.821,,,,254.96,918.0,89.34,6535.76,1.46,1.35,0.542,0.121,4.24,1671.28,Transit,2016
Kepler-1113 b,Kepler-1113,42.3006282,0.2415,0.0,2.534,,,,22.85,558.0,89.79,5850.0,1.13,1.1,0.08,0.167,4.46,1073.88,Transit,2016
Kepler-1114 b,Kepler-1114,14.97430603,0.11056,0.0,1.359,,,,39.1,631.0,89.89,5415.53,0.81,0.94,-0.293,-0.122,4.59,418.417,Transit,2016
Kepler-1115 b,Kepler-1115,23.55401645,0.2134,0.0,1.801,,,,516.1,1381.0,88.55,8838.0,1.81,2.22,1.254,0.07,4.27,983.245,Transit,2016
Kepler-1116 b,Kepler-1116,41.6976799,0.233,0.0,2.43,,,,15.79,488.0,89.98,5460.0,0.94,0.95,-0.147,-0.06,4.47,1008.57,Transit,2016
Kepler-1117 b,Kepler-1117,4.79028837,0.05485,0.0,1.037,,,,188.0,938.0,87.83,5380.52,0.89,0.93,-0.224,0.238,4.51,568.487,Transit,2016
Kepler-1118 b,Kepler-1118,38.67159396,0.2079,0.0,2.848,,,,20.01,502.0,88.77,5314.0,1.1,0.92,-0.06,-0.16,4.32,888.325,Transit,2016
Kepler-1119 b,Kepler-1119,8.32625697,0.0812,0.0,1.8,,,,182.69,938.0,84.08,5965.0,1.64,1.09,0.486,-0.1,4.05,1757.23,Transit,2016
Kepler-112 b,Kepler-112,8.40887487,0.07459,0.0,2.576,,,,121.3,809.0,89.95,5544.25,0.98,0.98,-0.086,-0.522,4.44,513.206,Transit,2014
Kepler-112 c,Kepler-112,28.57430911,0.16857,0.0,2.653,,,,23.7,538.0,89.91,5544.25,0.98,0.98,-0.086,-0.522,4.44,513.206,Transit,2014
Kepler-1120 b,Kepler-1120,2.94903816,0.0369,0.0,1.307,,,,206.87,1027.0,89.77,4971.16,0.68,0.82,-0.588,0.276,4.68,615.231,Transit,2016
Kepler-1121 b,Kepler-1121,13.15107959,0.11818,0.0,1.711,,,,202.1,1008.0,84.73,6134.95,1.53,1.16,0.475,0.143,4.13,482.047,Transit,2016
Kepler-1122 b,Kepler-1122,42.19165167,0.2315,0.0,2.657,,,,23.26,526.0,89.92,5471.0,1.19,0.96,0.059,0.16,4.27,1230.42,Transit,2016
Kepler-1123 b,Kepler-1123,4.33946035,0.0497,0.0,1.681,,,,190.02,1061.0,84.46,5286.88,0.85,0.91,-0.295,0.074,4.54,704.323,Transit,2016
Kepler-1124 b,Kepler-1124,2.85234584,0.0305,0.0,1.971,,,,50.78,621.0,89.45,3732.0,0.52,0.52,-1.323,-0.28,4.72,289.899,Transit,2016
Kepler-1125 b,Kepler-1125,17.6700291,0.1348,0.0,4.949,,,,252.79,778.0,83.69,5792.0,2.13,1.08,0.647,0.16,3.87,2011.41,Transit,2016
Kepler-1126 b,Kepler-1126,108.59213479,0.41251,0.0,1.705,,,,4.4,374.0,90.0,5660.7,0.93,1.01,-0.099,-0.516,4.51,635.736,Transit,2016
Kepler-1126 c,Kepler-1126,199.6679993,0.61912,0.0,1.682,,,,2.0,305.0,89.98,5678.0,0.92,0.79,-0.099,-0.4,4.41,635.736,Transit,2023
Kepler-1127 b,Kepler-1127,5.12365752,0.0556,0.0,1.372,,,,160.76,994.0,88.72,5322.45,0.87,0.92,-0.259,-0.034,4.52,842.459,Transit,2016
Kepler-1128 b,Kepler-1128,61.6174528,0.302,0.0,3.078,,,,6.45,424.0,89.96,5476.0,0.85,0.78,-0.196,0.288,4.21,1083.41,Transit,2016
Kepler-1129 b,Kepler-1129,24.33977289,0.16481,0.0,2.699,,,,30.2,737.0,87.53,5595.1,1.03,0.99,-0.027,0.158,4.41,1183.88,Transit,2016
Kepler-1129 c,Kepler-1129,76.53569402,0.35367,0.0,2.491,,,,6.6,503.0,89.82,5595.1,1.03,0.99,-0.027,0.158,4.41,1183.88,Transit,2016
Kepler-113 b,Kepler-113,4.75400115,0.051194,0.0,2.001,7.52748,11.7,5.17678,99.9,775.0,86.54,4711.0,0.77,0.79,-0.576,0.13,4.54,262.351,Transit,2014
Kepler-113 c,Kepler-113,8.92507637,0.077909,0.0,2.662,1.05529,8.7,0.30825,43.1,628.0,87.69,4711.0,0.77,0.79,-0.576,0.13,4.54,262.351,Transit,2014
Kepler-1130 b,Kepler-1130,5.45298175,0.059603,0.0,0.848,,,,159.9,904.0,84.83,5327.0,0.87,0.95,-0.26,0.08,4.52,249.343,Transit,2016
Kepler-1130 c,Kepler-1130,3.26661204,0.042356,0.0,0.644,,,,316.9,1072.0,86.3,5450.0,0.84,0.95,-0.26,0.1,4.56,249.343,Transit,2021
Kepler-1130 d,Kepler-1130,4.27225316,0.050655,0.0,0.639,,,,221.4,981.0,85.95,5450.0,0.84,0.95,-0.26,0.1,4.56,249.343,Transit,2021
Kepler-1131 b,Kepler-1131,3.53236922,0.0459,0.0,1.464,,,,453.14,1159.0,88.19,5789.33,0.96,1.04,-0.028,0.265,4.49,1030.7,Transit,2016
Kepler-1132 b,Kepler-1132,62.89178098,0.2881,0.0,2.361,,,,4.55,384.0,89.36,5179.0,0.8,0.88,-0.378,0.16,4.57,867.931,Transit,2016
Kepler-1133 b,Kepler-1133,11.55559918,0.0983,0.0,2.061,,,,55.76,703.0,88.21,5368.26,0.91,0.93,-0.21,0.095,4.49,753.135,Transit,2016
Kepler-1134 b,Kepler-1134,17.13268832,0.1242,0.0,2.19,,,,29.86,611.0,89.59,5238.0,0.77,0.89,-0.397,-0.16,4.62,944.445,Transit,2016
Kepler-1135 b,Kepler-1135,76.95921185,0.3436,0.0,3.388,,,,25.76,451.0,89.25,5559.78,1.78,0.98,0.437,-0.337,3.93,1314.64,Transit,2016
Kepler-1136 b,Kepler-1136,2.36172124,0.0299,0.0,1.436,,,,150.06,922.0,89.97,4444.0,0.63,0.7,-0.853,-0.22,4.68,491.406,Transit,2016
Kepler-1137 b,Kepler-1137,23.92117039,0.1871,0.0,2.644,,,,197.85,1020.0,86.12,6709.77,1.76,1.43,0.754,-0.061,4.1,921.778,Transit,2016
Kepler-1138 b,Kepler-1138,3.1705876,0.0415,0.0,1.475,,,,245.9,1080.0,85.11,5499.0,0.75,0.96,-0.333,0.12,4.67,872.328,Transit,2016
Kepler-1139 b,Kepler-1139,0.81316909,0.01664,0.0,1.051,,,,1644.8,1693.0,89.23,5178.83,0.88,0.88,-0.304,0.32,4.5,495.156,Transit,2016
Kepler-114 b,Kepler-114,5.18848874,0.0484,0.0,1.33,6.8,6.8,,92.53,586.0,89.39,4662.41,0.7,0.74,-0.685,0.229,4.62,259.533,Transit,2014
Kepler-114 c,Kepler-114,8.04133337,0.0648,0.0,1.715,40.0,40.0,,51.62,507.0,89.36,4662.41,0.7,0.74,-0.685,0.229,4.62,259.533,Transit,2013
Kepler-114 d,Kepler-114,11.77613041,0.0836,0.0,2.76,3.9,3.9,,31.02,446.0,88.87,4662.41,0.7,0.74,-0.685,0.229,4.62,259.533,Transit,2013
Kepler-1140 b,Kepler-1140,24.08595566,0.1478,0.0,2.609,,,,13.05,500.0,89.14,4803.0,0.75,0.78,-0.566,-0.08,4.58,656.48,Transit,2016
Kepler-1141 b,Kepler-1141,2.34450643,0.03496,0.0,0.874,,,,1100.0,1471.0,84.08,5908.0,1.14,1.07,0.155,0.1,4.35,393.642,Transit,2016
Kepler-1142 b,Kepler-1142,18.30305301,0.1343,0.0,2.633,,,,147.82,902.0,86.37,5518.42,1.81,0.97,0.437,-0.383,3.91,1273.51,Transit,2016
Kepler-1143 b,Kepler-1143,2.88890033,0.0371,0.0,1.508,,,,173.06,976.0,85.23,4832.0,0.7,0.78,-0.623,0.16,4.64,555.189,Transit,2016
Kepler-1143 c,Kepler-1143,210.62945497,0.6477,0.0,2.887,,,,0.57,234.0,89.76,4832.0,0.7,0.78,-0.623,0.16,4.64,555.189,Transit,2016
Kepler-1144 b,Kepler-1144,17.14651548,0.1291,0.0,2.831,,,,62.06,811.0,86.25,5695.0,1.1,1.01,0.056,0.14,4.36,1140.57,Transit,2016
Kepler-1145 b,Kepler-1145,3.97076404,0.0443,0.0,1.6,,,,198.43,958.0,86.0,5011.0,0.75,0.83,-0.498,-0.26,4.61,691.961,Transit,2016
Kepler-1146 b,Kepler-1146,2.35226418,0.0325,0.0,1.22,,,,227.96,1019.0,89.48,4630.0,0.74,0.73,-0.642,0.24,4.56,703.038,Transit,2016
Kepler-1147 b,Kepler-1147,10.6278796,0.0961,0.0,2.303,,,,206.56,872.0,88.31,5685.03,1.35,1.01,0.235,0.065,4.18,1657.36,Transit,2016
Kepler-1148 b,Kepler-1148,1.10446287,0.0188,0.0,1.527,,,,815.41,1397.0,88.94,4938.0,0.74,0.81,-0.531,-0.18,4.61,625.692,Transit,2016
